tgff,platform,trace,mapper,log_level,kpn,best_mapping_time,representation,estimated_total_time
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,10.028099999,SimpleVector,0.23199820518493652
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,2909.730383833,SymmetryEmbedding,599.0152020454407
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,16.669994165,SimpleVector,0.23199820518493652
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,3.349883333,SimpleVector,0.23199820518493652
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.054785713,MetricSpaceEmbedding,0.18399858474731445
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.033142855,MetricSpaceEmbedding,0.17999863624572754
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.012285713,MetricSpaceEmbedding,0.18799853324890137
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_5}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,3.349883333,SymmetryEmbedding,599.9957327842712
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,410.837533833,SimpleVector,9.035921335220337
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,26.006144331,MetricSpaceEmbedding,0.6119949817657471
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.012285713,SymmetryEmbedding,0.1999983787536621
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,2909.730383833,Symmetries,6.859945297241211
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_3}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,7397.628001,SimpleVector,7.451940536499023
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,10.022949999,SymmetryEmbedding,599.9392385482788
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,13.337970832,SymmetryEmbedding,593.562557220459
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.057150499,MetricSpaceEmbedding,0.18399858474731445
"{file:office-automation-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,13.510933332,SymmetryEmbedding,593.5352909564972
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,403.334834333,MetricSpaceEmbedding,6.331945180892944
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,6.688266666,SimpleVector,0.23199772834777832
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.040499998,Symmetries,0.1679985523223877
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,0.0065,SimpleVector,0.24399805068969727
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,gbm,ERROR,tgff_reader,2.022567,SymmetryEmbedding,0.2239980697631836
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.008614284,MetricSpaceEmbedding,0.18399834632873535
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,408.756951,SimpleVector,7.463940143585205
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.0080765,SimpleVector,0.18399858474731445
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,413.372883833,MetricSpaceEmbedding,8.475933074951172
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,3902.348746666,SimpleVector,8.871930360794067
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.024642857,SymmetryEmbedding,0.23599815368652344
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.021782,MetricSpaceEmbedding,0.20799827575683594
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,3334.7025505,SymmetryEmbedding,602.1234705448151
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,400.0010005,MetricSpaceEmbedding,6.0519514083862305
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,408.756951,MetricSpaceEmbedding,6.58394718170166
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.0080765,MetricSpaceEmbedding,0.20799827575683594
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.008264,MetricSpaceEmbedding,0.20399856567382812
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.0084,Symmetries,0.1959984302520752
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,3.525786213,SimpleVector,0.1679985523223877
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,413.372883833,Symmetries,8.215934753417969
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,403.334834333,Symmetries,5.87994909286499
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,3.349883333,SymmetryEmbedding,598.839195728302
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,1.996571427,MetricSpaceEmbedding,0.18399858474731445
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,13.897099999,MetricSpaceEmbedding,0.6119952201843262
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,413.372883833,SimpleVector,10.335918188095093
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.0080765,Symmetries,0.259998083114624
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.024642857,SymmetryEmbedding,0.23599815368652344
"{file:office-automation-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,13.510933332,Symmetries,0.35599708557128906
"{file:office-automation-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.254631223,SymmetryEmbedding,0.1999983787536621
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_7}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,400.0010005,SymmetryEmbedding,604.1552178859711
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.024642857,Symmetries,0.20399832725524902
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,0.0065,MetricSpaceEmbedding,0.6079950332641602
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.01621,SimpleVector,0.18799829483032227
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,3.349883333,Symmetries,0.35599732398986816
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_3}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,6.674766666,SymmetryEmbedding,593.8870539665222
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,gbm,ERROR,tgff_reader,2.0075735,Symmetries,0.2519979476928711
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,3334.7025505,SimpleVector,9.591931819915771
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,2154.71693,SymmetryEmbedding,601.9193031787872
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_5}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,400.0010005,SimpleVector,7.835942506790161
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,413.372883833,SymmetryEmbedding,599.8832166194916
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.024569214,MetricSpaceEmbedding,0.18399858474731445
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_7}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.024642857,SimpleVector,0.19199848175048828
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,417.5032285,SymmetryEmbedding,599.1833798885345
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_5}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.024642857,Symmetries,0.1999983787536621
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.015603,SimpleVector,0.1959984302520752
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,13.337970832,SimpleVector,0.2279977798461914
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.057150499,SimpleVector,0.16399860382080078
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,2154.71693,SimpleVector,8.867929458618164
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,10.028099999,MetricSpaceEmbedding,0.6039953231811523
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.006809857,MetricSpaceEmbedding,0.18399834632873535
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,400.0010005,Symmetries,5.76395320892334
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.021782,SimpleVector,0.18399858474731445
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_3}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,7397.628001,SymmetryEmbedding,602.6512050628662
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,14.206421665,SymmetryEmbedding,598.6992247104645
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,20.800933332,SimpleVector,0.23999786376953125
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_5}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.024642857,SymmetryEmbedding,0.24399805068969727
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.031571428,SymmetryEmbedding,0.1959984302520752
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,gbm,ERROR,tgff_reader,2.6290495,MetricSpaceEmbedding,0.21599841117858887
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.0015065,SymmetryEmbedding,0.21599841117858887
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,0.0065,SymmetryEmbedding,595.7794632911682
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.024569214,SymmetryEmbedding,0.1959984302520752
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,20.800933332,MetricSpaceEmbedding,0.6119949817657471
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,411.2554505,SimpleVector,9.039928674697876
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,410.837533833,SymmetryEmbedding,603.2668716907501
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_3}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,403.334834333,SimpleVector,8.023913383483887
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,3902.348746666,Symmetries,6.75594687461853
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,12.505654999,SimpleVector,0.23199796676635742
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.0084,SimpleVector,0.18799853324890137
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_3}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,10.038099999,SimpleVector,0.23199820518493652
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.024569214,Symmetries,0.1679985523223877
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,0.0005065,MetricSpaceEmbedding,0.7559940814971924
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,411.2554505,Symmetries,6.887945652008057
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_3}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,10.038099999,SymmetryEmbedding,598.6272594928741
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_7}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,400.0010005,Symmetries,5.775954961776733
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.01621,MetricSpaceEmbedding,0.2799975872039795
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.033142855,SymmetryEmbedding,0.1959984302520752
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.005300001,MetricSpaceEmbedding,0.18399858474731445
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,13.337970832,Symmetries,0.35199642181396484
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.005300001,SymmetryEmbedding,0.1959984302520752
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,gbm,ERROR,tgff_reader,2.6290495,Symmetries,0.1959984302520752
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.0084,MetricSpaceEmbedding,0.20799827575683594
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_5}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,400.0010005,Symmetries,5.963956117630005
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.054785713,SimpleVector,0.16399860382080078
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_7}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,3.349883333,SymmetryEmbedding,596.1594457626343
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.01621,SymmetryEmbedding,0.2239980697631836
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.008614284,SymmetryEmbedding,0.1959984302520752
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,400.0010005,SimpleVector,7.819936752319336
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_7}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,400.0010005,MetricSpaceEmbedding,6.067952394485474
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,3.349883333,Symmetries,0.35199713706970215
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.024642857,MetricSpaceEmbedding,0.21999835968017578
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.249641855,SimpleVector,0.16399884223937988
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.031571428,MetricSpaceEmbedding,0.18399858474731445
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,gbm,ERROR,tgff_reader,6.2961255,MetricSpaceEmbedding,0.21199822425842285
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,1.996571427,SymmetryEmbedding,0.1959984302520752
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,12.505654999,Symmetries,0.35199713706970215
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.008264,Symmetries,0.19199848175048828
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.01621,Symmetries,0.1959984302520752
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_7}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.024642857,Symmetries,0.20399832725524902
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,10.007049999,Symmetries,0.35199737548828125
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.01042857,SimpleVector,0.15599870681762695
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.037469,SymmetryEmbedding,0.23199820518493652
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,403.334834333,SimpleVector,8.011930704116821
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,2909.730383833,SimpleVector,9.083927631378174
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.024569214,Symmetries,0.1719987392425537
"{file:office-automation-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.3058135,Symmetries,0.1959984302520752
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,gbm,ERROR,tgff_reader,2.022567,SimpleVector,0.18799853324890137
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.01042857,MetricSpaceEmbedding,0.23199820518493652
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.0015065,MetricSpaceEmbedding,0.20399832725524902
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,0.0005065,SymmetryEmbedding,598.7753021717072
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.01042857,Symmetries,0.1679987907409668
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,438.8527615,Symmetries,8.699932098388672
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,16.669994165,SymmetryEmbedding,593.971376657486
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,6.688266666,SymmetryEmbedding,599.2226932048798
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.0080765,SymmetryEmbedding,0.29599761962890625
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,20.800933332,Symmetries,0.359997034072876
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.008614284,Symmetries,0.1719987392425537
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,413.372883833,SimpleVector,10.32791781425476
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,26.006144331,Symmetries,0.3599972724914551
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,2909.730383833,MetricSpaceEmbedding,7.1399431228637695
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,14.206421665,SimpleVector,0.2279982566833496
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,10.007049999,SimpleVector,0.23199820518493652
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_3}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,7397.628001,Symmetries,6.207950592041016
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,10.007049999,SymmetryEmbedding,597.6191139221191
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,3334.7025505,Symmetries,8.35994029045105
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,14.206421665,SymmetryEmbedding,596.8312754631042
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,3.349883333,MetricSpaceEmbedding,0.6079952716827393
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_5}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.024569214,Symmetries,0.1719987392425537
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_5}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,3.349883333,SimpleVector,0.23199796676635742
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.0080765,Symmetries,0.1959984302520752
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.01042857,SymmetryEmbedding,0.19199848175048828
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,26.006144331,SymmetryEmbedding,593.5273458957672
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,1.996571427,SimpleVector,0.15999889373779297
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.006809857,SymmetryEmbedding,0.23599815368652344
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.024642857,Symmetries,0.20399832725524902
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.012285713,Symmetries,0.1719987392425537
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.024569214,SimpleVector,0.15999889373779297
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,3.349883333,SimpleVector,0.23599815368652344
